"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Switzerland","2006","Male","Not applicable","Percent","112.56282"
"Switzerland","2005","All genders","Not applicable","Percent","114.2471"
"Switzerland","2005","Male","Not applicable","Percent","113.09981"
"Switzerland","2005","Female","Not applicable","Percent","115.45662"
"Switzerland","2004","All genders","Not applicable","Percent","113.78603"
"Switzerland","2004","Female","Not applicable","Percent","115.03292"
"Switzerland","2004","Male","Not applicable","Percent","112.60161"
"Switzerland","2003","All genders","Not applicable","Percent","112.39595"
"Switzerland","2003","Male","Not applicable","Percent","111.20087"
"Switzerland","2003","Female","Not applicable","Percent","113.6525"
"Switzerland","2002","All genders","Not applicable","Percent","110.76054"
"Switzerland","2002","Female","Not applicable","Percent","112.27963"
"Switzerland","2002","Male","Not applicable","Percent","109.31828"
"Switzerland","2001","All genders","Not applicable","Percent","110.31126"
"Switzerland","2001","Male","Not applicable","Percent","108.35071"
"Switzerland","2001","Female","Not applicable","Percent","112.39028"
"Switzerland","2000","All genders","Not applicable","Percent","110.82259"
"Switzerland","2000","Female","Not applicable","Percent","112.80255"
"Switzerland","2000","Male","Not applicable","Percent","108.96035"
"Switzerland","1999","Female","Not applicable","Percent","112.96844"
"Switzerland","1999","Male","Not applicable","Percent","109.7186"
"Switzerland","1999","All genders","Not applicable","Percent","111.2932"
"Switzerland","1998","Male","Not applicable","Percent","111.34543"
"Switzerland","1998","Female","Not applicable","Percent","114.71419"
"Switzerland","1998","All genders","Not applicable","Percent","112.97876"
"Switzerland","1996","Male","Not applicable","Percent","124.01375"
"Switzerland","1996","Female","Not applicable","Percent","126.0899"
"Switzerland","1996","All genders","Not applicable","Percent","125.02097"
"Switzerland","1995","Male","Not applicable","Percent","127.87656"
"Switzerland","1995","Female","Not applicable","Percent","129.82827"
"Switzerland","1995","All genders","Not applicable","Percent","128.82479"
"Switzerland","1994","Male","Not applicable","Percent","131.49008"
"Switzerland","1994","Female","Not applicable","Percent","132.37262"
"Switzerland","1994","All genders","Not applicable","Percent","131.9197"
"Switzerland","1993","Male","Not applicable","Percent","128.95318"
"Switzerland","1993","Female","Not applicable","Percent","129.63571"
"Switzerland","1993","All genders","Not applicable","Percent","129.2861"
"Syrian Arab Republic","2013","Female","Not applicable","Percent","59.94463"
"Syrian Arab Republic","2013","All genders","Not applicable","Percent","60.92655"
"Syrian Arab Republic","2013","Male","Not applicable","Percent","61.85627"
"Syrian Arab Republic","2012","Female","Not applicable","Percent","94.89254"
"Syrian Arab Republic","2012","Male","Not applicable","Percent","96.96701"
"Syrian Arab Republic","2012","All genders","Not applicable","Percent","95.95811"
"Syrian Arab Republic","2011","Female","Not applicable","Percent","92.91365"
"Syrian Arab Republic","2011","All genders","Not applicable","Percent","93.98493"
"Syrian Arab Republic","2011","Male","Not applicable","Percent","94.99937"
"Syrian Arab Republic","2010","Female","Not applicable","Percent","91.62361"
"Syrian Arab Republic","2010","Male","Not applicable","Percent","93.01078"
"Syrian Arab Republic","2010","All genders","Not applicable","Percent","92.33633"
"Syrian Arab Republic","2009","Female","Not applicable","Percent","91.40462"
"Syrian Arab Republic","2009","All genders","Not applicable","Percent","91.81708"
"Syrian Arab Republic","2009","Male","Not applicable","Percent","92.20649"
"Syrian Arab Republic","2008","Female","Not applicable","Percent","92.98839"
"Syrian Arab Republic","2008","Male","Not applicable","Percent","94.25614"
"Syrian Arab Republic","2008","All genders","Not applicable","Percent","93.64153"
"Syrian Arab Republic","2007","Female","Not applicable","Percent","92.2598"
"Syrian Arab Republic","2007","All genders","Not applicable","Percent","93.25136"
"Syrian Arab Republic","2007","Male","Not applicable","Percent","94.1819"
"Syrian Arab Republic","2006","Female","Not applicable","Percent","90.57668"
"Syrian Arab Republic","2006","Male","Not applicable","Percent","94.20644"
"Syrian Arab Republic","2006","All genders","Not applicable","Percent","92.44976"
"Syrian Arab Republic","2005","Female","Not applicable","Percent","88.69573"
"Syrian Arab Republic","2005","All genders","Not applicable","Percent","91.10701"
"Syrian Arab Republic","2005","Male","Not applicable","Percent","93.37064"
"Syrian Arab Republic","2004","Female","Not applicable","Percent","83.73085"
"Syrian Arab Republic","2004","Male","Not applicable","Percent","88.93541"
"Syrian Arab Republic","2004","All genders","Not applicable","Percent","86.41007"
"Syrian Arab Republic","2003","Female","Not applicable","Percent","78.45693"
"Syrian Arab Republic","2003","Male","Not applicable","Percent","84.18479"
"Syrian Arab Republic","2003","All genders","Not applicable","Percent","81.39706"
"Syrian Arab Republic","2002","Female","Not applicable","Percent","61.43311"
"Syrian Arab Republic","2002","Male","Not applicable","Percent","69.02839"
"Syrian Arab Republic","2002","All genders","Not applicable","Percent","65.31961"
"Syrian Arab Republic","2001","Female","Not applicable","Percent","59.57125"
"Syrian Arab Republic","2001","Male","Not applicable","Percent","68.21072"
"Syrian Arab Republic","2001","All genders","Not applicable","Percent","63.984"
"Syrian Arab Republic","2000","Female","Not applicable","Percent","58.79295"
"Syrian Arab Republic","2000","Male","Not applicable","Percent","66.64614"
"Syrian Arab Republic","2000","All genders","Not applicable","Percent","62.7999"
"Syrian Arab Republic","1999","Female","Not applicable","Percent","58.1344"
"Syrian Arab Republic","1999","Male","Not applicable","Percent","66.09673"
"Syrian Arab Republic","1999","All genders","Not applicable","Percent","62.19549"
"Syrian Arab Republic","1998","Female","Not applicable","Percent","57.0465"
"Syrian Arab Republic","1998","Male","Not applicable","Percent","64.72202"
"Syrian Arab Republic","1998","All genders","Not applicable","Percent","60.96174"
"Syrian Arab Republic","1997","Female","Not applicable","Percent","55.85784"
"Syrian Arab Republic","1997","All genders","Not applicable","Percent","60.04692"
"Syrian Arab Republic","1997","Male","Not applicable","Percent","64.06829"
"Syrian Arab Republic","1996","Female","Not applicable","Percent","54.57891"
"Syrian Arab Republic","1996","Male","Not applicable","Percent","64.28639"
"Syrian Arab Republic","1996","All genders","Not applicable","Percent","59.53211"
"Tajikistan","2015","All genders","Not applicable","Percent","97.4399"
"Tajikistan","2015","Female","Not applicable","Percent","95.44949"
"Tajikistan","2015","Male","Not applicable","Percent","99.33237"
"Tajikistan","2014","Female","Not applicable","Percent","94.92528"
"Tajikistan","2014","Male","Not applicable","Percent","99.41611"
"Tajikistan","2014","All genders","Not applicable","Percent","97.22692"
"Tajikistan","2013","Female","Not applicable","Percent","93.2034"
"Tajikistan","2013","All genders","Not applicable","Percent","95.89559"
"Tajikistan","2013","Male","Not applicable","Percent","98.4632"
"Tajikistan","2012","Female","Not applicable","Percent","91.39588"
"Tajikistan","2012","Male","Not applicable","Percent","97.48162"
"Tajikistan","2012","All genders","Not applicable","Percent","94.50488"
"Tajikistan","2011","Female","Not applicable","Percent","91.1239"
"Tajikistan","2011","All genders","Not applicable","Percent","94.52613"
"Tajikistan","2011","Male","Not applicable","Percent","97.79288"
"Tajikistan","2010","Female","Not applicable","Percent","90.79434"
"Tajikistan","2010","Male","Not applicable","Percent","97.87088"
"Tajikistan","2010","All genders","Not applicable","Percent","94.39958"
"Tajikistan","2009","Female","Not applicable","Percent","89.79066"
"Tajikistan","2009","All genders","Not applicable","Percent","93.33604"
"Tajikistan","2009","Male","Not applicable","Percent","96.75617"
"Tajikistan","2008","Female","Not applicable","Percent","89.47421"
"Tajikistan","2008","Male","Not applicable","Percent","96.9454"
"Tajikistan","2008","All genders","Not applicable","Percent","93.27382"
"Tajikistan","2007","Female","Not applicable","Percent","89.35383"
"Tajikistan","2007","All genders","Not applicable","Percent","93.93748"
"Tajikistan","2007","Male","Not applicable","Percent","98.37658"
"Tajikistan","2006","Female","Not applicable","Percent","86.99212"
"Tajikistan","2006","All genders","Not applicable","Percent","92.34887"
"Tajikistan","2006","Male","Not applicable","Percent","97.55335"
"Tajikistan","2005","Female","Not applicable","Percent","85.73741"
"Tajikistan","2005","All genders","Not applicable","Percent","91.03216"
"Tajikistan","2005","Male","Not applicable","Percent","96.19304"
"Tajikistan","2004","Female","Not applicable","Percent","85.90161"
"Tajikistan","2004","All genders","Not applicable","Percent","91.25745"
"Tajikistan","2004","Male","Not applicable","Percent","96.49336"
"Tajikistan","2003","Female","Not applicable","Percent","85.07505"
"Tajikistan","2003","All genders","Not applicable","Percent","90.88734"
"Tajikistan","2003","Male","Not applicable","Percent","96.57964"
"Tajikistan","2002","Female","Not applicable","Percent","80.32851"
"Tajikistan","2002","All genders","Not applicable","Percent","85.8103"
"Tajikistan","2002","Male","Not applicable","Percent","91.1813"
"Tajikistan","2001","Female","Not applicable","Percent","76.21827"
"Tajikistan","2001","All genders","Not applicable","Percent","81.36444"
"Tajikistan","2001","Male","Not applicable","Percent","86.40408"
"Tajikistan","2000","Female","Not applicable","Percent","78.18522"
"Tajikistan","2000","All genders","Not applicable","Percent","82.5274"
"Tajikistan","2000","Male","Not applicable","Percent","86.77812"
"Tajikistan","1999","Female","Not applicable","Percent","80.27419"
"Tajikistan","1999","All genders","Not applicable","Percent","84.23559"
"Tajikistan","1999","Male","Not applicable","Percent","88.11054"
"Thailand","2014","Female","Not applicable","Percent","125.70312"
"Thailand","2014","All genders","Not applicable","Percent","127.69083"
"Thailand","2014","Male","Not applicable","Percent","129.60968"
"Thailand","2013","Female","Not applicable","Percent","94.40039"
"Thailand","2013","Male","Not applicable","Percent","94.01679"
"Thailand","2013","All genders","Not applicable","Percent","94.2053"
"Thailand","2012","Female","Not applicable","Percent","98.95656"
"Thailand","2012","All genders","Not applicable","Percent","98.76778"
"Thailand","2012","Male","Not applicable","Percent","98.58511"
"Thailand","2011","Female","Not applicable","Percent","102.10898"
"Thailand","2011","Male","Not applicable","Percent","102.25811"
"Thailand","2011","All genders","Not applicable","Percent","102.18469"
"Thailand","2010","Female","Not applicable","Percent","98.3047"
"Thailand","2010","All genders","Not applicable","Percent","98.73153"
"Thailand","2010","Male","Not applicable","Percent","99.1453"
"Thailand","2009","Female","Not applicable","Percent","95.9159"
"Thailand","2009","Male","Not applicable","Percent","95.3856"
"Thailand","2009","All genders","Not applicable","Percent","95.64651"
"Thailand","2008","Female","Not applicable","Percent","92.79098"
"Thailand","2008","All genders","Not applicable","Percent","92.56541"
"Thailand","2008","Male","Not applicable","Percent","92.3473"
"Thailand","2007","Female","Not applicable","Percent","93.88238"
"Thailand","2007","All genders","Not applicable","Percent","93.18611"
"Thailand","2007","Male","Not applicable","Percent","92.51443"
"Thailand","2006","Female","Not applicable","Percent","88.38592"
"Thailand","2006","All genders","Not applicable","Percent","87.75171"
"Thailand","2006","Male","Not applicable","Percent","87.14174"
"Thailand","2005","Female","Not applicable","Percent","87.90537"
"Thailand","2005","All genders","Not applicable","Percent","87.23917"
"Thailand","2005","Male","Not applicable","Percent","86.59756"
"Thailand","2004","Female","Not applicable","Percent","82.00522"
"Thailand","2004","All genders","Not applicable","Percent","80.72218"
"Thailand","2004","Male","Not applicable","Percent","79.48416"
"Thailand","2002","Female","Not applicable","Percent","77.83012"
"Thailand","2002","All genders","Not applicable","Percent","76.94545"
"Thailand","2002","Male","Not applicable","Percent","76.08928"
"Thailand","2001","All genders","Not applicable","Percent","71.3119"
"Thailand","2001","Male","Not applicable","Percent","74.07757"
"Thailand","2001","Female","Not applicable","Percent","68.45144"
"Thailand","1997","All genders","Not applicable","Percent","72.58568"
"Thailand","1996","All genders","Not applicable","Percent","69.6156"
"Thailand","1995","All genders","Not applicable","Percent","63.18207"
"Thailand","1994","All genders","Not applicable","Percent","56.36724"
"The former Yugoslav Republic of Macedonia","2012","Female","Not applicable","Percent","84.89021"
"The former Yugoslav Republic of Macedonia","2012","All genders","Not applicable","Percent","85.478"
"The former Yugoslav Republic of Macedonia","2012","Male","Not applicable","Percent","86.03887"
"The former Yugoslav Republic of Macedonia","2010","All genders","Not applicable","Percent","88.90851"
"The former Yugoslav Republic of Macedonia","2010","Male","Not applicable","Percent","90.0157"
"The former Yugoslav Republic of Macedonia","2010","Female","Not applicable","Percent","87.74761"
"The former Yugoslav Republic of Macedonia","2009","All genders","Not applicable","Percent","90.16107"
"The former Yugoslav Republic of Macedonia","2009","Female","Not applicable","Percent","89.06697"
"The former Yugoslav Republic of Macedonia","2009","Male","Not applicable","Percent","91.20378"
"The former Yugoslav Republic of Macedonia","2008","All genders","Not applicable","Percent","91.52072"
"The former Yugoslav Republic of Macedonia","2008","Male","Not applicable","Percent","92.33828"
"The former Yugoslav Republic of Macedonia","2008","Female","Not applicable","Percent","90.6622"
"The former Yugoslav Republic of Macedonia","2007","All genders","Not applicable","Percent","92.76747"
"The former Yugoslav Republic of Macedonia","2007","Female","Not applicable","Percent","91.95118"
"The former Yugoslav Republic of Macedonia","2007","Male","Not applicable","Percent","93.54423"
"The former Yugoslav Republic of Macedonia","2006","All genders","Not applicable","Percent","93.77165"
"The former Yugoslav Republic of Macedonia","2006","Male","Not applicable","Percent","93.6482"
"The former Yugoslav Republic of Macedonia","2006","Female","Not applicable","Percent","93.90148"
"The former Yugoslav Republic of Macedonia","2005","All genders","Not applicable","Percent","94.97283"
"The former Yugoslav Republic of Macedonia","2005","Female","Not applicable","Percent","94.83589"
"The former Yugoslav Republic of Macedonia","2005","Male","Not applicable","Percent","95.10302"
"The former Yugoslav Republic of Macedonia","2004","All genders","Not applicable","Percent","95.25517"
"The former Yugoslav Republic of Macedonia","2004","Male","Not applicable","Percent","95.91047"
"The former Yugoslav Republic of Macedonia","2004","Female","Not applicable","Percent","94.56573"
"The former Yugoslav Republic of Macedonia","2003","All genders","Not applicable","Percent","96.91252"
"The former Yugoslav Republic of Macedonia","2003","Female","Not applicable","Percent","95.97795"
"The former Yugoslav Republic of Macedonia","2003","Male","Not applicable","Percent","97.80047"
"The former Yugoslav Republic of Macedonia","2002","All genders","Not applicable","Percent","98.19571"
"The former Yugoslav Republic of Macedonia","2002","Male","Not applicable","Percent","99.58254"
"The former Yugoslav Republic of Macedonia","2002","Female","Not applicable","Percent","96.73554"
"The former Yugoslav Republic of Macedonia","2001","All genders","Not applicable","Percent","98.98914"
"The former Yugoslav Republic of Macedonia","2001","Female","Not applicable","Percent","97.40799"
"The former Yugoslav Republic of Macedonia","2001","Male","Not applicable","Percent","100.4904"
"The former Yugoslav Republic of Macedonia","2000","All genders","Not applicable","Percent","98.67744"
"The former Yugoslav Republic of Macedonia","2000","Female","Not applicable","Percent","96.8791"
"The former Yugoslav Republic of Macedonia","2000","Male","Not applicable","Percent","100.38414"
"The former Yugoslav Republic of Macedonia","1999","Female","Not applicable","Percent","96.12865"
"The former Yugoslav Republic of Macedonia","1999","Male","Not applicable","Percent","98.33311"
"The former Yugoslav Republic of Macedonia","1999","All genders","Not applicable","Percent","97.25986"
"The former Yugoslav Republic of Macedonia","1998","Female","Not applicable","Percent","94.44842"
"The former Yugoslav Republic of Macedonia","1998","All genders","Not applicable","Percent","95.44201"
"The former Yugoslav Republic of Macedonia","1998","Male","Not applicable","Percent","96.38465"
"The former Yugoslav Republic of Macedonia","1997","Female","Not applicable","Percent","92.98457"
"The former Yugoslav Republic of Macedonia","1997","Male","Not applicable","Percent","94.90576"
"The former Yugoslav Republic of Macedonia","1997","All genders","Not applicable","Percent","93.97037"
"The former Yugoslav Republic of Macedonia","1996","Female","Not applicable","Percent","92.33364"
"The former Yugoslav Republic of Macedonia","1996","All genders","Not applicable","Percent","93.81438"
"The former Yugoslav Republic of Macedonia","1996","Male","Not applicable","Percent","95.22"
"Timor-Leste","2014","Male","Not applicable","Percent","78.78437"
"Timor-Leste","2014","Female","Not applicable","Percent","84.28144"
"Timor-Leste","2014","All genders","Not applicable","Percent","81.47267"
"Timor-Leste","2013","All genders","Not applicable","Percent","77.47176"
"Timor-Leste","2013","Female","Not applicable","Percent","79.6222"
"Timor-Leste","2013","Male","Not applicable","Percent","75.42295"
"Timor-Leste","2012","All genders","Not applicable","Percent","77.99204"
"Timor-Leste","2012","Male","Not applicable","Percent","76.46492"
"Timor-Leste","2012","Female","Not applicable","Percent","79.60095"
"Timor-Leste","2011","All genders","Not applicable","Percent","79.91624"
"Timor-Leste","2011","Female","Not applicable","Percent","81.40115"
"Timor-Leste","2011","Male","Not applicable","Percent","78.50912"
"Timor-Leste","2010","All genders","Not applicable","Percent","78.05001"
"Timor-Leste","2010","Male","Not applicable","Percent","76.81414"
"Timor-Leste","2010","Female","Not applicable","Percent","79.35194"
"Timor-Leste","2009","All genders","Not applicable","Percent","73.51488"
"Timor-Leste","2009","Female","Not applicable","Percent","73.96808"
"Timor-Leste","2009","Male","Not applicable","Percent","73.07903"
"Timor-Leste","2008","All genders","Not applicable","Percent","62.14634"
"Timor-Leste","2008","Male","Not applicable","Percent","61.51907"
"Timor-Leste","2008","Female","Not applicable","Percent","62.79533"
"Timor-Leste","2003","All genders","Not applicable","Percent","56.57102"
"Timor-Leste","2002","All genders","Not applicable","Percent","51.79931"
"Timor-Leste","2001","All genders","Not applicable","Percent","46.08267"
"Togo","2011","All genders","Not applicable","Percent","67.82578"
"Togo","2007","Female","Not applicable","Percent","40.04834"
"Togo","2007","All genders","Not applicable","Percent","54.98086"
"Togo","2007","Male","Not applicable","Percent","69.91004"
"Togo","2006","All genders","Not applicable","Percent","61.91933"
"Togo","2006","Male","Not applicable","Percent","77.94846"
"Togo","2006","Female","Not applicable","Percent","45.89038"
"Togo","2005","All genders","Not applicable","Percent","59.64645"
"Togo","2005","Female","Not applicable","Percent","43.30102"
"Togo","2005","Male","Not applicable","Percent","76.00807"
"Togo","2004","All genders","Not applicable","Percent","59.16678"
"Togo","2004","Male","Not applicable","Percent","76.32379"
"Togo","2004","Female","Not applicable","Percent","42.04042"
"Togo","2003","All genders","Not applicable","Percent","56.57257"
"Togo","2003","Female","Not applicable","Percent","39.06445"
"Togo","2003","Male","Not applicable","Percent","74.12167"
"Togo","2002","All genders","Not applicable","Percent","53.09779"
"Togo","2002","Male","Not applicable","Percent","69.90922"
"Togo","2002","Female","Not applicable","Percent","36.33089"
"Togo","2001","All genders","Not applicable","Percent","46.72536"
"Togo","2001","Female","Not applicable","Percent","31.11122"
"Togo","2001","Male","Not applicable","Percent","62.3824"
"Togo","2000","Male","Not applicable","Percent","58.30929"
"Togo","2000","Female","Not applicable","Percent","28.1751"
"Togo","2000","All genders","Not applicable","Percent","43.20782"
"Togo","1999","All genders","Not applicable","Percent","38.84633"
"Togo","1999","Female","Not applicable","Percent","23.85141"
"Togo","1999","Male","Not applicable","Percent","53.93475"
"Togo","1995","Male","Not applicable","Percent","42.91935"
"Togo","1995","Female","Not applicable","Percent","16.69886"
"Togo","1995","All genders","Not applicable","Percent","29.73869"
"Tokelau","2003","All genders","Not applicable","Percent","114.86486"
"Tokelau","2003","Female","Not applicable","Percent","108.10811"
"Tokelau","2003","Male","Not applicable","Percent","121.62162"
"Tokelau","2002","All genders","Not applicable","Percent","109.67742"
"Tokelau","2002","Male","Not applicable","Percent","101.2987"
"Tokelau","2002","Female","Not applicable","Percent","117.94872"
"Tokelau","2001","All genders","Not applicable","Percent","109.67742"
"Tokelau","2001","Female","Not applicable","Percent","116.4557"
"Tokelau","2001","Male","Not applicable","Percent","102.63158"
"Tokelau","2000","Female","Not applicable","Percent","98.7013"
"Tokelau","2000","Male","Not applicable","Percent","93.75"
"Tokelau","2000","All genders","Not applicable","Percent","96.17834"
"Tonga","2006","Female","Not applicable","Percent","104.81586"
"Tonga","2006","Male","Not applicable","Percent","108.35711"
"Tonga","2006","All genders","Not applicable","Percent","106.6456"
"Tonga","2001","Female","Not applicable","Percent","116.72684"
"Tonga","2001","All genders","Not applicable","Percent","112.41231"
"Tonga","2001","Male","Not applicable","Percent","108.58424"
"Tonga","1999","Female","Not applicable","Percent","116.90504"
"Tonga","1999","Male","Not applicable","Percent","108.04998"
"Tonga","1999","All genders","Not applicable","Percent","112.17886"
"Tonga","1998","All genders","Not applicable","Percent","102.68925"
"Tonga","1998","Male","Not applicable","Percent","97.09857"
"Tonga","1998","Female","Not applicable","Percent","109.06413"
"Trinidad and Tobago","2009","Female","Not applicable","Percent","97.48011"
"Trinidad and Tobago","2009","All genders","Not applicable","Percent","97.53246"
"Trinidad and Tobago","2009","Male","Not applicable","Percent","97.58361"
"Trinidad and Tobago","2008","Female","Not applicable","Percent","96.76997"
"Trinidad and Tobago","2008","Male","Not applicable","Percent","92.04354"
"Trinidad and Tobago","2008","All genders","Not applicable","Percent","94.37997"
"Trinidad and Tobago","2007","Female","Not applicable","Percent","94.069"
"Trinidad and Tobago","2007","All genders","Not applicable","Percent","92.27462"
"Trinidad and Tobago","2007","Male","Not applicable","Percent","90.52052"
"Trinidad and Tobago","2005","Female","Not applicable","Percent","84.56328"
"Trinidad and Tobago","2005","Male","Not applicable","Percent","82.58048"
"Trinidad and Tobago","2005","All genders","Not applicable","Percent","83.5595"
"Trinidad and Tobago","2004","Female","Not applicable","Percent","87.87292"
"Trinidad and Tobago","2004","Male","Not applicable","Percent","83.54522"
"Trinidad and Tobago","2004","All genders","Not applicable","Percent","85.68074"
"Trinidad and Tobago","2003","Female","Not applicable","Percent","92.06946"
"Trinidad and Tobago","2003","Male","Not applicable","Percent","86.7523"
"Trinidad and Tobago","2003","All genders","Not applicable","Percent","89.37509"
"Trinidad and Tobago","2002","Female","Not applicable","Percent","88.5272"
"Trinidad and Tobago","2002","All genders","Not applicable","Percent","85.48562"
"Trinidad and Tobago","2002","Male","Not applicable","Percent","82.52427"
"Trinidad and Tobago","2001","Female","Not applicable","Percent","90.6582"
"Trinidad and Tobago","2001","Male","Not applicable","Percent","84.7603"
"Trinidad and Tobago","2001","All genders","Not applicable","Percent","87.67184"
"Trinidad and Tobago","2000","Female","Not applicable","Percent","83.26138"
"Trinidad and Tobago","2000","All genders","Not applicable","Percent","80.23518"
"Trinidad and Tobago","2000","Male","Not applicable","Percent","77.28129"
"Trinidad and Tobago","1999","Female","Not applicable","Percent","84.38701"
"Trinidad and Tobago","1999","Male","Not applicable","Percent","79.0385"
"Trinidad and Tobago","1999","All genders","Not applicable","Percent","81.68176"
"Trinidad and Tobago","1998","Female","Not applicable","Percent","69.06892"
"Trinidad and Tobago","1998","All genders","Not applicable","Percent","67.63056"
"Trinidad and Tobago","1998","Male","Not applicable","Percent","66.22465"
"Tunisia","2014","Male","Not applicable","Percent","101.74154"
"Tunisia","2014","Female","Not applicable","Percent","100.22206"
"Tunisia","2014","All genders","Not applicable","Percent","101.00032"
"Tunisia","2013","Male","Not applicable","Percent","107.34785"
"Tunisia","2013","All genders","Not applicable","Percent","107.308"
"Tunisia","2013","Female","Not applicable","Percent","107.2662"
"Tunisia","2011","Male","Not applicable","Percent","119.09737"
"Tunisia","2011","Female","Not applicable","Percent","109.09495"
"Tunisia","2011","All genders","Not applicable","Percent","114.2183"
"Tunisia","2010","Male","Not applicable","Percent","115.40776"
"Tunisia","2010","All genders","Not applicable","Percent","111.95269"
"Tunisia","2010","Female","Not applicable","Percent","108.31745"
"Tunisia","2009","Male","Not applicable","Percent","117.63866"
"Tunisia","2009","Female","Not applicable","Percent","113.7401"
"Tunisia","2009","All genders","Not applicable","Percent","115.73987"
"Tunisia","2008","Male","Not applicable","Percent","120.39571"
"Tunisia","2008","All genders","Not applicable","Percent","118.76135"
"Tunisia","2008","Female","Not applicable","Percent","117.04106"
"Tunisia","2007","Male","Not applicable","Percent","118.45824"
"Tunisia","2007","Female","Not applicable","Percent","116.95363"
"Tunisia","2007","All genders","Not applicable","Percent","117.72457"
"Tunisia","2006","Male","Not applicable","Percent","111.32439"
"Tunisia","2006","All genders","Not applicable","Percent","110.6919"
"Tunisia","2006","Female","Not applicable","Percent","110.02825"
"Tunisia","2005","Female","Not applicable","Percent","107.21341"
"Tunisia","2005","Male","Not applicable","Percent","108.57207"
"Tunisia","2005","All genders","Not applicable","Percent","107.9083"
"Tunisia","2004","All genders","Not applicable","Percent","104.01697"
"Tunisia","2003","Female","Not applicable","Percent","97.48157"
"Tunisia","2003","Male","Not applicable","Percent","98.59585"
"Tunisia","2003","All genders","Not applicable","Percent","98.0501"
"Tunisia","2002","Female","Not applicable","Percent","101.93532"
"Tunisia","2002","Male","Not applicable","Percent","106.27147"
"Tunisia","2002","All genders","Not applicable","Percent","104.14413"
"Tunisia","2001","Female","Not applicable","Percent","99.85898"
"Tunisia","2001","Male","Not applicable","Percent","103.05373"
"Tunisia","2001","All genders","Not applicable","Percent","101.48294"
"Tunisia","2000","Female","Not applicable","Percent","102.092"
"Tunisia","2000","Male","Not applicable","Percent","101.73135"
"Tunisia","2000","All genders","Not applicable","Percent","101.90883"
"Tunisia","1999","Female","Not applicable","Percent","95.44962"
"Tunisia","1999","All genders","Not applicable","Percent","95.52289"
"Tunisia","1999","Male","Not applicable","Percent","95.59393"
"Tunisia","1998","Female","Not applicable","Percent","82.13534"
"Tunisia","1998","Male","Not applicable","Percent","86.29592"
"Tunisia","1998","All genders","Not applicable","Percent","84.24862"
"Tunisia","1997","Female","Not applicable","Percent","72.14961"
"Tunisia","1997","All genders","Not applicable","Percent","74.79421"
"Tunisia","1997","Male","Not applicable","Percent","77.349"
"Tunisia","1996","Female","Not applicable","Percent","66.63046"
"Tunisia","1996","Male","Not applicable","Percent","72.90974"
"Tunisia","1996","All genders","Not applicable","Percent","69.83162"
"Tunisia","1995","Female","Not applicable","Percent","63.47729"
"Tunisia","1995","All genders","Not applicable","Percent","67.05221"
"Tunisia","1995","Male","Not applicable","Percent","70.48544"
"Turkey","2013","Female","Not applicable","Percent","105.87651"
"Turkey","2013","Male","Not applicable","Percent","104.306"
"Turkey","2013","All genders","Not applicable","Percent","105.07635"
"Turkey","2012","Female","Not applicable","Percent","98.33829"
"Turkey","2012","All genders","Not applicable","Percent","99.43816"
"Turkey","2012","Male","Not applicable","Percent","100.49847"
"Turkey","2011","Female","Not applicable","Percent","100.16135"
"Turkey","2011","Male","Not applicable","Percent","102.51217"
"Turkey","2011","All genders","Not applicable","Percent","101.35779"
"Turkey","2010","Female","Not applicable","Percent","97.43097"
"Turkey","2010","Male","Not applicable","Percent","101.54997"
"Turkey","2010","All genders","Not applicable","Percent","99.52612"
"Turkey","2009","Male","Not applicable","Percent","100.422"
"Turkey","2009","All genders","Not applicable","Percent","97.41136"
"Turkey","2009","Female","Not applicable","Percent","94.29807"
"Turkey","2008","All genders","Not applicable","Percent","99.02309"
"Turkey","2008","Female","Not applicable","Percent","94.48822"
"Turkey","2008","Male","Not applicable","Percent","103.41302"
"Turkey","2007","All genders","Not applicable","Percent","99.63842"
"Turkey","2007","Male","Not applicable","Percent","104.71787"
"Turkey","2007","Female","Not applicable","Percent","94.39693"
"Turkey","2006","All genders","Not applicable","Percent","97.85925"
"Turkey","2006","Female","Not applicable","Percent","92.09554"
"Turkey","2006","Male","Not applicable","Percent","103.45138"
"Turkey","2005","All genders","Not applicable","Percent","95.59686"
"Turkey","2005","Male","Not applicable","Percent","101.94339"
"Turkey","2005","Female","Not applicable","Percent","89.06603"
"Turkey","2004","All genders","Not applicable","Percent","93.48801"
"Turkey","2004","Female","Not applicable","Percent","86.61892"
"Turkey","2004","Male","Not applicable","Percent","100.1745"
"Turkey","2003","All genders","Not applicable","Percent","92.66764"
"Turkey","2003","Male","Not applicable","Percent","99.72921"
"Turkey","2003","Female","Not applicable","Percent","85.42535"
"Turkey","2002","Female","Not applicable","Percent","85.50844"
"Turkey","2002","Male","Not applicable","Percent","101.5017"
"Turkey","2002","All genders","Not applicable","Percent","93.59999"
"Turkey","2001","All genders","Not applicable","Percent","93.2194"
"Turkey","2001","Male","Not applicable","Percent","101.95985"
"Turkey","2001","Female","Not applicable","Percent","84.27962"
"Turkey","2000","Female","Not applicable","Percent","76.33778"
"Turkey","2000","Male","Not applicable","Percent","96.46755"
"Turkey","2000","All genders","Not applicable","Percent","86.51261"
"Turkey","1999","All genders","Not applicable","Percent","76.92731"
